par_id,codigo_1,codigo_2,municipio,establecimiento_1,establecimiento_2,similitud_nombre,direccion,jornada,plan,decision,justificacion
629,18-01-0254-46,18-01-0256-46,Puerto Barrios,INSTITUTO MIXTO INTEGRAL MARIA CHINCHILLA,INSTITUTO MIXTO INTEGRAL MARIA CHINCHILLA,100.0,4A. AVENIDA ENTRE 12 Y 13 CALLES,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
630,18-01-0209-46,18-01-0210-46,Puerto Barrios,"CENTRO EDUCATIVO ""LICEO CENTROAMERICANO""","CENTRO EDUCATIVO ""LICEO CENTROAMERICANO""",100.0,5A.CALLE ENTRE 3A. Y 4A. AVENIDA,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
631,18-01-0343-46,18-01-0344-46,Puerto Barrios,LICEO MIXTO BILINGÜE CANADIENSE,LICEO MIXTO BINLINGÜE CANADIENSE,98.41,6A. CALLE Y 4A. AVENIDA,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
632,18-01-0073-46,18-01-3068-46,Puerto Barrios,COLEGIO TECNICO PRIVADO MIXTO LA PATRIA,COLEGIO TÉCNICO PRIVADO MIXTO LA PATRIA,100.0,ALDEA ENTRE RIOS,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
633,18-01-0211-46,18-01-0276-46,Puerto Barrios,"COLEGIO CRISTIANO PRIVADO MIXTO ""CRISTO VIENE""",COLEGIO CRISTIANO PRIVADO MIXTO CRISTO VIENE,100.0,ALDEA ENTRE RIOS,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
634,18-01-0145-46,18-01-0409-46,Puerto Barrios,"COLEGIO CRISTIANO PRIVADO MIXTO ""CRISTO VIENE""",COLEGIO CRISTIANO PRIVADO MIXTO CRISTO VIENE,100.0,ALDEA ENTRE RIOS,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
635,18-01-0350-46,18-01-0351-46,Puerto Barrios,"COLEGIO TECNICO PRIVADO MIXTO ""SAN JOSE""","COLEGIO TECNICO PRIVADO MIXTO ""SAN JOSE""",100.0,ALDEA MEDIA LUNA,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
636,18-01-0284-46,18-01-0285-46,Puerto Barrios,LICEO EDUCATIVO DE FORMACION INTEGRAL FUENTE DE VIDA,LICEO EDUCATIVO DE FORMACION INTEGRAL FUENTE DE VIDA,100.0,CASERIO COLINA II DE SANTO TOMAS DE CASTILLA,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
637,18-01-1083-46,18-01-1973-46,Puerto Barrios,COLEGIO BILINGUE PARA SEÑORITAS 'SANTA MARTHA',COLEGIO BILINGUE PARA SEÑORITAS 'SANTA MARTHA',100.0,"CASERIO LA CEIBA, RUTA AL ATLANTICO",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
638,18-01-0376-46,18-01-0377-46,Puerto Barrios,"INSTITUTO PARTICULAR MIXTO ""ADONAI""","INSTITUTO PARTICULAR MIXTO ""ADONAI""",100.0,CASERIO LA REFINERIA,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
639,18-01-0376-46,18-01-0378-46,Puerto Barrios,"INSTITUTO PARTICULAR MIXTO ""ADONAI""","INSTITUTO PARTICULAR MIXTO ""ADONAI""",100.0,CASERIO LA REFINERIA,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
640,18-01-0377-46,18-01-0378-46,Puerto Barrios,"INSTITUTO PARTICULAR MIXTO ""ADONAI""","INSTITUTO PARTICULAR MIXTO ""ADONAI""",100.0,CASERIO LA REFINERIA,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
641,18-01-0232-46,18-01-0287-46,Puerto Barrios,CENTRO EDUCATIVO CONCEPCION DE MARIA,CENTRO EDUCATIVO CONCEPCION DE MARIA,100.0,"COLONIA 15 DE ABRIL, SANTO TOMAS DE CASTILLA",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
642,18-01-0162-46,18-01-3235-46,Puerto Barrios,"COLEGIO PARTICULAR MIXTO ""PIEDRAS NEGRAS""",COLEGIO PARTICULAR MIXTO PIEDRAS NEGRAS,100.0,"COLONIA PIEDRAS NEGRAS, SANTO TOMÁS DE CASTILLA",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
643,18-01-0200-46,18-01-0319-46,Puerto Barrios,"INSTITUTO PREUNIVERSITARIO DE IZABAL ""PREU""","INSTITUTO PREUNIVERSITARIO DE IZABAL ""PREU""",100.0,COLONIA SAN CRISTOBAL ENTRE RIOS,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
644,15-08-0171-46,15-08-0173-46,Purulhá,COLEGIO PARTICULAR MIXTO PURULHA PROFA. MARIA ZOE LOPEZ,COLEGIO PARTICULAR MIXTO PURULHÁ PROFESORA MARÍA ZOE LÓPEZ,96.43,BARRIO EL CARPINTERO,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
645,15-08-0006-46,15-08-2158-46,Purulhá,"""INSTITUTO MIXTO PARTICULAR VERAPAZ""",INSTITUTO MIXTO PARTICULAR VERAPAZ,100.0,BARRIO EL CEMENTERIO,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
646,22-17-0038-46,22-17-0039-46,Quesada,"COLEGIO INTEGRAL DE COMPUTACIÓN ""EDUCARE""","COLEGIO INTEGRAL DE COMPUTACIÓN ""EDUCARE""",100.0,7A. CALLE 4-32 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
647,22-17-0019-46,22-17-0031-46,Quesada,COLEGIO PARTICULAR MIXTO BILINGUE SANTA FE,COLEGIO PARTICULAR MIXTO BILINGUE SANTA FE,100.0,ALDEA BUENA VISTA,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
648,09-01-3953-46,09-01-3992-46,Quetzaltenango,ESCUELA PRIVADA MIXTA DE FORMACION ARTISTICA QUETZALTENANGO,ESCUELA PRIVADA MIXTA DE FORMACION ARTISTICA QUETZALTENANGO,100.0,11 CALLE 19-19 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
649,09-01-0380-46,09-01-3234-46,Quetzaltenango,ESCUELA PRIVADA MIXTA DE FORMACION ARTÍSTICA QUETZALTENANGO,ESCUELA PRIVADA MIXTA DE FORMACION ARTISTICA QUETZALTENANGO,100.0,11 CALLE 19-19 ZONA 1,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
650,09-01-0132-46,09-01-3534-46,Quetzaltenango,INSTITUTO NORMAL PARA SEÑORITAS DE OCCIDENTE,INSTITUTO NORMAL PARA SEÑORITAS DE OCCIDENTE,100.0,14 AVENIDA A 0-36 ZONA 1,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
651,09-01-0040-46,09-01-0445-46,Quetzaltenango,COLELGIO EVANGELICO LA PATRIA,COLEGIO EVANGÉLICO LA PATRIA,98.25,19 AVENIDA 1-28 ZONA 3,DOBLE,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
652,09-01-0476-46,09-01-0540-46,Quetzaltenango,"CENTRO EDUCATIVO ""ISEA QUETZALTENANGO""","CENTRO EDUCATIVO ""ISEA QUETZALTENANGO""",100.0,"21 AVENIDA 0-28, ZONA 3, EDIFICIO MINERVA, OFICINA 204",SIN JORNADA,A DISTANCIA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
653,09-01-3558-46,09-01-4103-46,Quetzaltenango,"COLEGIO PRE-UNIVERSITARIO ""FRIEDRICH VON HAYEK""","COLEGIO PRE-UNIVERSITARIO ""FRIEDRICH VON HAYEK""",100.0,21 AVENIDA 3-61 ZONA 3,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
654,09-01-3556-46,09-01-3816-46,Quetzaltenango,"COLEGIO PRE-UNIVERSITARIO ""FRIEDRICH VON HAYEK""","COLEGIO PRE-UNIVERSITARIO ""FRIEDRICH VON HAYEK""",100.0,21 AVENIDA 3-61 ZONA 3,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
655,09-01-0336-46,09-01-0337-46,Quetzaltenango,"COLEGIO PRIVADO MIXTO ""JUAN JACOBO ROUSSEAU""","COLEGIO PRIVADO MIXTO ""JUAN JACOBO ROUSSEAU""",100.0,26 AVENIDA 4-21 ZONA 7 COLONIA SAN ANTONIO,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
656,09-01-0288-46,09-01-0297-46,Quetzaltenango,COLEGIO JOHN HARVARD,COLEGIO JOHN HARVARD,100.0,4TA. CALLE 16-33 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
657,09-01-0232-46,09-01-0234-46,Quetzaltenango,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS,100.0,AVENIDA EL CENIZAL 0-79 ZONA 4,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
658,09-01-0384-46,09-01-1083-46,Quetzaltenango,COLEGIO MIXTO CENTRO DE ESTUDIOS INTEGRADOS,COLEGIO MIXTO CENTRO DE ESTUDIOS INTEGRADOS,100.0,DIAGONAL 11 7-15 ZONA 1,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
659,20-09-0041-46,20-09-0063-46,Quezaltepeque,LICEO TECNICO QUEZALTEPEQUE,LICEO TÉCNICO QUEZALTEPEQUE,100.0,9NO. CALLEJON 1-72 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
660,20-09-0060-46,20-09-2362-46,Quezaltepeque,INSTITUTO PRIVADO MIXTO NOCTURNO DE CIENCIAS COMERCIALES,INSTITUTO PRIVADO MIXTO NOCTURNO DE CIENCIAS COMERCIALES,100.0,"COLONIA SANTA FILOMENA, ZONA 2",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
661,20-09-0037-46,20-09-0038-46,Quezaltepeque,COMPLEJO EDUCATIVO INTERCULTURAL,COMPLEJO EDUCATIVO INTERCULTURAL,100.0,"COLONIA SANTA FILOMENA, ZONA 2",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
662,15-03-0778-46,15-03-1888-46,Rabinal,CENTRO CULTURAL DE AMERICA,CENTRO CULTURAL DE AMERICA,100.0,3A. CALLE 3-64 ZONA 2,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
663,15-03-0088-46,15-03-2053-46,Rabinal,COLEGIO PARTICULAR MIXTO VIDA NUEVA,COLEGIO PARTICULAR MIXTO VIDA NUEVA,100.0,4A. AVENIDA 1-83 ZONA 2,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
664,15-03-0060-46,15-03-0062-46,Rabinal,COLEGIO PARTICULAR MIXTO SANTO DOMINGO,COLEGIO PARTICULAR MIXTO SANTO DOMINGO,100.0,4A. AVENIDA ENTRE 3A. Y 4A. CALLE ZONA 2,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
665,16-17-0123-46,16-17-0151-46,Raxruhá,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,100.0,BARRIO SANTA MARÍA,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
666,11-01-0310-46,11-01-0312-46,Retalhuleu,"COLEGIO MIXTO CRISTIANO ""GETSEMANÍ""","COLEGIO MIXTO CRISTIANO ""GETSEMANÍ""",100.0,"2A. CALLE 3-72, ZONA 1",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
667,11-01-0267-46,11-01-0268-46,Retalhuleu,"COLEGIO EVANGÉLICO MIXTO ""SINAI"" II","COLEGIO EVANGÉLICO MIXTO ""SINAÍ"" II",100.0,2A. CALLE 5-16 ZONA 4,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
668,11-01-0212-46,11-01-0419-46,Retalhuleu,COLEGIO TECNOLOGICO BLAISE PASCAL,COLEGIO TECNOLÓGICO BLAISE PASCAL,100.0,2A CALLE 5-80 ZONA 1,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
669,11-01-0271-46,11-01-0272-46,Retalhuleu,"COLEGIO TECNOLÓGICO ""BLAISE PASCAL""","COLEGIO TECNOLÓGICO ""BLAISE PASCAL""",100.0,2A. CALLE 5-82 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
670,11-01-0321-46,11-01-0327-46,Retalhuleu,"COLEGIO EVANGÉLICO MIXTO "" PALABRA VIVA ""","COLEGIO EVANGÉLICO MIXTO "" PALABRA VIVA """,100.0,2DA. AV. 6-90 ZONA 5 AVENIDA FUNDABIEN,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
671,11-01-0306-46,11-01-0308-46,Retalhuleu,COLEGIO MIXTO EN COMPUTACIÓN LA MERCED,COLEGIO MIXTO EN COMPUTACIÓN LA MERCED,100.0,"3A. AVENIDA 5-36, ZONA 1",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
672,11-01-0197-46,11-01-0199-46,Retalhuleu,COLEGIO MIXTO LICEO RETALTECO,COLEGIO MIXTO LICEO RETALTECO,100.0,3A. AVENIDA 6-49 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
673,11-01-0404-46,11-01-0406-46,Retalhuleu,"COLEGIO PRIVADO URBANO MIXTO ""BILINGUE PARAÍSO""","COLEGIO PRIVADO URBANO MIXTO ""BILINGUE PARAÍSO""",100.0,3A. AVENIDA 7-69 ZONA 2,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
674,11-01-0082-46,11-01-0527-46,Retalhuleu,INSTITUTO NACIONAL MIXTO NOCTURNO DE EDUCACION MEDIA,INSTITUTO NACIONAL MIXTO NOCTURNO DE EDUCACIÓN MEDIA,100.0,3A CALLE 6-49 ZONA 4,NOCTURNA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
675,11-01-0383-46,11-01-0384-46,Retalhuleu,"COLEGIO MIXTO ""LUIS FERNANDO ESQUIVEL SANCHEZ""","COLEGIO MIXTO ""LUIS FERNANDO ESQUIVEL SANCHEZ""",100.0,4A. AVENIDA 3-03 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
676,11-01-0206-46,11-01-0208-46,Retalhuleu,COLEGIO MIXTO LUIS CARDONA Y ARAGON,COLEGIO MIXTO LUIS CARDONA Y ARAGON,100.0,"4A. AVENIDA 8-03, ZONA 1",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
677,11-01-0452-46,11-01-0453-46,Retalhuleu,COLEGIO MIXTO MARIO MONTEFORTE TOLEDO,COLEGIO MIXTO MARIO MONTEFORTE TOLEDO,100.0,4TA. CALLE 2-12 ZONA 2 LOTIFICACION EL PRADO,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
678,11-01-0291-46,11-01-0296-46,Retalhuleu,"COLEGIO PRIVADO MIXTO ""NUEVA GENERACIÓN""","COLEGIO PRIVADO MIXTO ""NUEVA GENERACIÓN""",100.0,5-03 ZONA 4 CALZADA NAVIDAD,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
679,11-01-0142-46,11-01-0143-46,Retalhuleu,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS DE RETALHULEU,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS DE RETALHULEU,100.0,5A. AVENIDA 6-49 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
680,11-01-0170-46,11-01-0171-46,Retalhuleu,COLEGIO MIXTO CENTROAMERICANO,COLEGIO MIXTO CENTROAMERICANO,100.0,"5A. CALLE 5-05, ZONA 6",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
681,11-01-0200-46,11-01-0201-46,Retalhuleu,COLEGIO MIXTO RETALHULEU,COLEGIO MIXTO RETALHULEU,100.0,6A. AVENIDA 3-40 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
682,11-01-0427-46,11-01-0429-46,Retalhuleu,LICEO CRISTIANO MIXTO LA FE,LICEO CRISTIANO MIXTO LA FE,100.0,7A. AVENIDA 7-99 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
683,11-01-0236-46,11-01-0237-46,Retalhuleu,LICEO TECNOLÓGICO JAVIER MARTINEZ,LICEO TECNOLÓGICO JAVIER MARTINEZ,100.0,"7A. CALLE, 2-54, ZONA 1",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
684,11-01-0523-46,11-01-0534-46,Retalhuleu,"COLEGIO TECNOLÓGICO CENTROAMERICANO ""COLTEC""","COLEGIO TECNOLÓGICO CENTROAMERICANO ""COLTEC""",100.0,7A. CALLE 4-19 ZONA 1,MATUTINA,VIRTUAL A DISTANCIA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
685,11-01-0027-46,11-01-1503-46,Retalhuleu,"CENTRO EDUCATIVO ""JUAN PABLO II""",CENTRO EDUCATIVO JUAN PABLO II,100.0,"7A. CALLE 4-47, ZONA 1",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
686,11-01-0165-46,11-01-0167-46,Retalhuleu,COLEGIO PARTICULAR MIXTO PAULO COELHO,COLEGIO PARTICULAR MIXTO PAULO COELHO,100.0,"7A. CALLE 4-84, ZONA 1",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
687,11-01-0120-46,11-01-1332-46,Retalhuleu,COLEGIO CENTRO EDUCATIVO RETALTECO DE FORMACION INTEGRAL,COLEGIO CENTRO EDUCATIVO RETALTECO DE FORMACION INTEGRAL,100.0,8A. AVENIDA. 8-01 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
688,11-01-0133-46,11-01-0366-46,Retalhuleu,COLEGIO MIXTO IDEAS,COLEGIO MIXTO IDEAS,100.0,"9A. AVENIDA A, 2-05 RESIDENCIALES ANA LUCIA, ZONA 4",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
689,11-01-0409-46,11-01-0411-46,Retalhuleu,COLEGIO CRISTIANO BELÉN,COLEGIO CRISTIANO BELÉN,100.0,ALDEA LA GUITARRA,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
690,11-01-0255-46,11-01-0397-46,Retalhuleu,CENTRO EDUCATIVO NUEVA CANDELARIA,CENTRO EDUCATIVO NUEVA CANDELARIA,100.0,ALDEA NUEVA CANDELARIA,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
691,11-01-0240-46,11-01-0241-46,Retalhuleu,COLEGIO TECNOLÓGICO CABALLO BLANCO,COLEGIO TECNOLÓGICO CABALLO BLANCO,100.0,"AREA URBANA, ALDEA CABALLO BLANCO",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
692,11-01-0344-46,11-01-0348-46,Retalhuleu,LICEO ALFRED NOBEL,LICEO ALFRED NOBEL,100.0,"CENTRO URBANO, PARCELAMIENTO CABALLO BLANCO",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
693,11-01-0387-46,11-01-0388-46,Retalhuleu,"COLEGIO PRIVADO MIXTO ""CABALLO BLANCO""","COLEGIO PRIVADO MIXTO ""CABALLO BLANCO""",100.0,CENTRO URBANO PARCELAMIENTO CABALLO BLANCO,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
694,11-01-0136-46,11-01-0137-46,Retalhuleu,INSTITUTO PRIVADO MIXTO POETA EDUARDO ORELLANA MATTA,INSTITUTO PRIVADO MIXTO POETA EDUARDO ORELLANA MATTA,100.0,"LOTIFICACION PERU, ZONA 4",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
695,11-01-0318-46,11-01-0320-46,Retalhuleu,"COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACIÓN Y CAPACITACIÓN ""MIGUEL ÁNGEL ASTURIAS""","COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACIÓN Y CAPACITACIÓN ""MIGUEL ÁNGEL ASTURIAS""",100.0,"SECTOR EL INFIERNITO, PARCELAMIENTO CABALLO BLANCO",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
696,10-20-0025-46,10-20-0026-46,Río Bravo,INSTITUTO PRIVADO MIXTO EDUCACION Y DESARROLLO,"INSTITUTO PRIVADO MIXTO ""EDUCACION Y DESARROLLO""",100.0,4A. CALLE 4-31 ZONA 2,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
697,10-20-0025-46,10-20-0034-46,Río Bravo,INSTITUTO PRIVADO MIXTO EDUCACION Y DESARROLLO,"INSTITUTO PRIVADO MIXTO ""EDUCACION Y DESARROLLO""",100.0,4A. CALLE 4-31 ZONA 2,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
698,10-20-0026-46,10-20-0034-46,Río Bravo,"INSTITUTO PRIVADO MIXTO ""EDUCACION Y DESARROLLO""","INSTITUTO PRIVADO MIXTO ""EDUCACION Y DESARROLLO""",100.0,4A. CALLE 4-31 ZONA 2,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
