par_id,codigo_1,codigo_2,municipio,establecimiento_1,establecimiento_2,similitud_nombre,direccion,jornada,plan,decision,justificacion
699,19-03-1200-46,19-03-1201-46,Río Hondo,LIBERTY COLLEGE,LIBERTY COLLEGE,100.0,ALDEA LLANO VERDE,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
700,15-01-0125-46,15-01-0135-46,Salamá,CENTRO EDUCATIVO VERAPAZ DEL SUR,CENTRO EDUCATIVO VERAPAZ DEL SUR,100.0,1A. CALLE 1-105 ZONA 3,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
701,15-01-0157-46,15-01-0160-46,Salamá,LICEO SAN RAFAEL,LICEO SAN RAFAEL,100.0,ALDEA CHILASCÓ,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
702,15-01-0153-46,15-01-2023-46,Salamá,COLEGIO PARTICULAR MIXTO TEZULUTLÁN,COLEGIO PARTICULAR MIXTO TEZULUTLAN,100.0,"DIAGONAL 4, 1-24 ZONA 2",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
703,15-01-0113-46,15-01-0115-46,Salamá,COLEGIO PARTICULAR MIXTO CIENCIA Y DESARROLLO,COLEGIO PARTICULAR MIXTO CIENCIA Y DESARROLLO,100.0,"RUTA 4 12-68 ZONA 5, BARRIO SANTA ELENA",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
704,15-01-0112-46,15-01-0114-46,Salamá,COLEGIO PARTICULAR MIXTO CIENCIA Y DESARROLLO,COLEGIO PARTICULAR MIXTO CIENCIA Y DESARROLLO,100.0,"RUTA 4 12-68 ZONA 5, BARRIO SANTA ELENA",MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
705,09-02-0036-46,09-02-0037-46,Salcajá,INSTITUTO DE ESTUDIOS ALTERNATIVOS DE GUATEMALA,INSTITUTO DE ESTUDIOS ALTERNATIVOS DE GUATEMALA,100.0,"5A AVENIDA 3-71 ZONA 2,",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
706,10-08-1959-46,10-08-2508-46,Samayac,INSTITUTO DE EDUCACION AVANZADA,INSTITUTO DE EDUCACION AVANZADA,100.0,CANTON CALVARIO,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
707,10-08-0022-46,10-08-0025-46,Samayac,"INSTITUTO PRIVADO MIXTO ""CONCEPCION""","INSTITUTO PRIVADO MIXTO ""CONCEPCIÓN""",100.0,"CANTON CONCEPCION, SECTOR LA MANCHURIA",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
708,02-03-0050-46,02-03-0052-46,San Agustín Acasaguastlán,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,100.0,BARRIO GUAYTAN,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
709,02-03-0050-46,02-03-0116-46,San Agustín Acasaguastlán,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLÁN,100.0,BARRIO GUAYTAN,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
710,02-03-0052-46,02-03-0116-46,San Agustín Acasaguastlán,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLÁN,100.0,BARRIO GUAYTAN,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
711,02-03-0054-46,02-03-0731-46,San Agustín Acasaguastlán,COLEGIO PRIVADO MIXTO DE EDUCACION BASICA SAN AGUSTIN ACASAGUASTLAN -COMEBSA-,COLEGIO PRIVADO MIXTO DE EDUCACION BASICA SAN AGUSTIN ACASAGUASTLAN COMEBSA,100.0,BARRIO GUAYTAN,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
712,02-03-0134-46,02-03-0135-46,San Agustín Acasaguastlán,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,100.0,BARRIO GUAYTAN,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
713,02-03-0134-46,02-03-0136-46,San Agustín Acasaguastlán,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,100.0,BARRIO GUAYTAN,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
714,02-03-0135-46,02-03-0136-46,San Agustín Acasaguastlán,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,CENTRO EDUCATIVO PRIVADO MIXTO INNOVADOR,100.0,BARRIO GUAYTAN,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
715,02-03-0119-46,02-03-0125-46,San Agustín Acasaguastlán,COLEGIO EL SHADDAI,COLEGIO EL SHADDAI,100.0,BARRIO RIO HATO,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
716,02-03-0142-46,02-03-0157-46,San Agustín Acasaguastlán,"COLEGIO TECNOLÓGICO ""JERUSALÉN""",COLEGIO TECNOLÓGICO JERUSALÉN,100.0,BARRIO SAN SEBASTIAN,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
717,02-03-0142-46,02-03-0158-46,San Agustín Acasaguastlán,"COLEGIO TECNOLÓGICO ""JERUSALÉN""",COLEGIO TECNOLÓGICO JERUSALÉN,100.0,BARRIO SAN SEBASTIAN,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
718,02-03-0157-46,02-03-0158-46,San Agustín Acasaguastlán,COLEGIO TECNOLÓGICO JERUSALÉN,COLEGIO TECNOLÓGICO JERUSALÉN,100.0,BARRIO SAN SEBASTIAN,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
719,02-03-0148-46,02-03-0164-46,San Agustín Acasaguastlán,"CENTRO EDUCATIVO PRIVADO MIXTO ""ACAZAUAZTLAN""",CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLAN,98.85,BARRIO SAN SEBASTIAN,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
720,17-04-0098-46,17-04-0099-46,San Andrés,CENTRO EDUCATIVO DE FORMACION INTEGRAL-CEFI-,CENTRO EDUCATIVO DE FORMACION INTEGRAL- CEFI-,100.0,CASERIO CRUCE DOS AGUADAS,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
721,04-13-0017-46,04-13-0022-46,San Andrés Itzapa,COLEGIO PRIVADO MIXTO SAN ANDRES,COLEGIO PRIVADO MIXTO SAN ANDRES,100.0,CANTÓN SAN LORENZO,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
722,04-13-0016-46,04-13-3232-46,San Andrés Itzapa,LICEO CAMPO ALEGRE,LICEO CAMPO ALEGRE,100.0,CANTÓN SAN PEDRO Y SAN PABLO,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
723,04-13-0016-46,04-13-3233-46,San Andrés Itzapa,LICEO CAMPO ALEGRE,LICEO CAMPO ALEGRE,100.0,CANTÓN SAN PEDRO Y SAN PABLO,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
724,04-13-3232-46,04-13-3233-46,San Andrés Itzapa,LICEO CAMPO ALEGRE,LICEO CAMPO ALEGRE,100.0,CANTON SAN PEDRO Y SAN PABLO,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
725,07-09-0024-46,07-09-0025-46,San Andrés Semetabaj,"ESCUELA NORMAL BILINGÜE PRIVADA MIXTA ""KIKOTEN""","ESCUELA NORMAL BILINGÜE PRIVADA MIXTA ""KIKOTEN""",100.0,BARRIO TZANJUYÚ,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
726,11-06-0055-46,11-06-0056-46,San Andrés Villa Seca,"COLEGIO BILINGÜE ""MUNDO MÁGICO""","COLEGIO BILINGÜE ""MUNDO MÁGICO""",100.0,"1A. CALZADA Y 2A. CALLE, CENTRO DOS, PARCELAMIENTO LA MAQUINA",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
727,11-06-0064-46,11-06-0065-46,San Andrés Villa Seca,LICEO TÉCNICO MAQUINENSE LITECMA,LICEO TÉCNICO MAQUINENSE LITECMA,100.0,FAJA NO.9 LADO SAMALÁ PARCELAMIENTO LA MÁQUINA,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
728,11-06-0099-46,11-06-0101-46,San Andrés Villa Seca,COLEGIO SAN ANTONIO TULULÁ,COLEGIO SAN ANTONIO TULULÁ,100.0,"KM. 4.5 CARRETERA A LA MAQUINA, INGENIO TULULA",SIN JORNADA,A DISTANCIA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
729,03-15-0011-46,03-15-0013-46,San Antonio Aguas Calientes,CENTRO EDUCATIVO MIXTO GUATEMALTECO CESAR BRAÑAS,CENTRO EDUCATIVO MIXTO GUATEMALTECO CESAR BRAÑAS,100.0,2A. AVENIDA A 1-13 ZONA 2,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
730,13-24-0016-46,13-24-0017-46,San Antonio Huista,LICEO PRIVADO MIXTO MONTESSORI,LICEO PRIVADO MIXTO MONTESSORI,100.0,CABECERA MUNICIPAL,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
731,10-10-0046-46,10-10-2680-46,San Antonio Suchitepequez,"COLEGIO PRIVADO MIXTO ""AMERICANO""","COLEGIO PRIVADO MIXTO ""AMERICANO""",100.0,2A. CALLE PROLONGACION,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
732,03-07-0024-46,03-07-0025-46,San Bartolomé Milpas Altas,LICEO MIXTO BILINGUE REAL MINERVA,LICEO MIXTO BILINGUE REAL MINERVA,100.0,5A. CALLE 0-42 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
733,17-03-2834-46,17-03-3718-46,San Benito,LICEO PALERMO,LICEO PALERMO,100.0,16 CALLE 7-50 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
734,17-03-0084-46,17-03-0085-46,San Benito,LICEO CRISTIANO BILINGUE JEHOVA JIREH,LICEO CRISTIANO BILINGUE JEHOVA JIREH,100.0,3RA.AV.5-60 BARRIO PORVENIR,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
735,17-03-0120-46,17-03-0121-46,San Benito,COLEGIO PRIVADO MIXTO EL FORMADOR,COLEGIO PRIVADO MIXTO EL FORMADOR,100.0,BARRIO 3 DE ABRIL,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
736,17-03-0098-46,17-03-0099-46,San Benito,LICEO INTEGRAL NUEVA GENERACION - LING-,LICEO INTEGRAL NUEVA GENERACION - LING-,100.0,BARRIO EL PEDREGAL,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
737,17-03-0002-46,17-03-3992-46,San Benito,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""","CENTRO EDUCATIVO CRISTIANO CON ORIENTACION UNIVERSITARIA ""EL SHADDAI""",100.0,BARRIO EL PORVENIR 5 CALLE Y 2AV,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
738,17-03-0105-46,17-03-0113-46,San Benito,CENTRO EDUCATIVO CRISTIANO ADONAI,CENTRO EDUCATIVO CRISTIANO ADONAI,100.0,BARRIO SAN JUAN,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
739,17-03-0024-46,17-03-0026-46,San Benito,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,100.0,BARRIO TIKAL,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
740,10-04-0018-46,10-04-0019-46,San Bernardino,"COLEGIO PRIVADO MIXTO ""CIENCIA Y TECNOLOGIA""","COLEGIO PRIVADO MIXTO ""CIENCIA Y TECNOLOGIA""",100.0,CANTON LAS FLORES,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
741,21-05-0033-46,21-05-0035-46,San Carlos Alzatate,"COLEGIO PARTICULAR MIXTO ""MONTEOLIVO""","COLEGIO PARTICULAR MIXTO ""MONTEOLIVO""",100.0,BARRIO ENTRE RIOS,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
742,09-04-0033-46,09-04-0034-46,San Carlos Sija,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA MAXIMO RAUL GIRON MAZARIEGOS,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA MAXIMO RAUL GIRON MAZARIEGOS,100.0,ALDEA SAN JOSE CHICALQUIX,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
743,02-04-0004-46,02-04-0005-46,San Cristóbal Acasaguastlán,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,100.0,CABECERA MUNICIPAL,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
744,08-02-0003-46,08-02-0067-46,San Cristóbal Totonicapán,"""LICEO PREUNIVERSITARIO SAN CRISTÓBAL""","LICEO PREUNIVERSITARIO ""SAN CRISTÓBAL""",100.0,"3ERA. AVENIDA ""A"" 7-64 ZONA 1, BARRIO LAS CLARAS",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
745,16-03-0271-46,16-03-0272-46,San Cristóbal Verapaz,COLEGIO DE FORMACIÓN TÉCNICO-PROFESIONAL NEXUS,COLEGIO DE FORMACIÓN TÉCNICO-PROFESIONAL NEXUS,100.0,0 AVENIDA 1-71 ZONA 5,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
746,16-03-0271-46,16-03-0273-46,San Cristóbal Verapaz,COLEGIO DE FORMACIÓN TÉCNICO-PROFESIONAL NEXUS,COLEGIO DE FORMACIÓN TÉCNICO-PROFESIONAL NEXUS,100.0,0 AVENIDA 1-71 ZONA 5,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
747,16-03-0272-46,16-03-0273-46,San Cristóbal Verapaz,COLEGIO DE FORMACIÓN TÉCNICO-PROFESIONAL NEXUS,COLEGIO DE FORMACIÓN TÉCNICO-PROFESIONAL NEXUS,100.0,0 AVENIDA 1-71 ZONA 5,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
748,16-03-0088-46,16-03-1520-46,San Cristóbal Verapaz,LICEO GALILEO GALILEI,LICEO GALILEO GALILEI,100.0,"2A. CALLE, 2A. AVENIDA ZONA 3, BARRIO SAN SEBASTIAN",DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
749,16-03-0077-46,16-03-0083-46,San Cristóbal Verapaz,COLEGIO MIXTO CIENCIAS TECNOLÓGICAS,COLEGIO MIXTO CIENCIAS TECNOLÓGICAS,100.0,3A. CALLE 0-43 ZONA 3 BARRIO SAN SEBASTIAN,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
750,16-03-0076-46,16-03-0082-46,San Cristóbal Verapaz,COLEGIO MIXTO CIENCIAS TECNOLÓGICAS,COLEGIO MIXTO CIENCIAS TECNOLÓGICAS,100.0,3A. CALLE 0-43 ZONA 3 BARRIO SAN SEBASTIAN,MATUTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
751,16-03-9884-46,16-03-9885-46,San Cristóbal Verapaz,LICEO SAN CRISTOBAL,LICEO SAN CRISTOBAL,100.0,"5A. CALLE 4-18 ZONA 1, BARRIO SANTA ANA",VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
752,11-05-0025-46,11-05-0027-46,San Felipe,COLEGIO EVANGELICO MIXTO NUEVA ESPERANZA,COLEGIO EVANGELICO MIXTO NUEVA ESPERANZA,100.0,2A. CALLE 7-52 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
753,08-03-0050-46,08-03-0056-46,San Francisco el Alto,"COLEGIO ""CIENCIA Y CULTURA""",COLEGIO CIENCIA Y CULTURA,100.0,1ERA. AVENIDA 4-33 ZONA 1,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
754,10-12-0009-46,10-12-0010-46,San Gabriel,COLEGIO PRIVADO MIXTO INNOVACION EDUCATIVA,COLEGIO PRIVADO MIXTO INNOVACION EDUCATIVA,100.0,,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
755,13-09-0059-46,13-09-0060-46,San Ildefonso Ixtahuacán,LICEO PRIVADO MIXTO EDNA EDITH HERRERA VILLATORO,LICEO PRIVADO MIXTO EDNA EDITH HERRERA VILLATORO,100.0,CABECERA MUNICIPAL,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
756,15-07-0033-46,15-07-0034-46,San Jerónimo,COLEGIO PARTICULAR MIXTO SAN JERONIMO,COLEGIO PARTICULAR MIXTO SAN JERONIMO,100.0,BARRIO ABAJO,DOBLE,FIN DE SEMANA,CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
757,05-09-0058-46,05-09-0059-46,San José,CENTRO EDUCATIVO GUATEMAYA,CENTRO EDUCATIVO GUATEMAYA,100.0,1A CALLE LOTE 650 BARRIO ARENERA ZONA 0,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
758,05-09-0058-46,05-09-0093-46,San José,CENTRO EDUCATIVO GUATEMAYA,CENTRO EDUCATIVO GUATEMAYA,100.0,1A CALLE LOTE 650 BARRIO ARENERA ZONA 0,VESPERTINA,DIARIO(REGULAR),CONSERVAR,Los códigos MINEDUC son distintos y representan registros administrativos independientes; no existe evidencia oficial para fusionarlos o eliminar uno.
